Genre,budget,vote_average,release_month,revenue,runtime
 'Drama',0,6.5,1,0,70
 'Drama',0,6.5,12,0,70
 'Fantasy',0,3.8,1,0,70
 'Animation',0,4.5,7,0,70
 'Fantasy',0,5.8,1,0,70
 'Documentary',0,3.8,9,0,70
 'Documentary',204956,7.5,1,0,70
 'Mystery',0,4,11,0,70
 'Comedy',0,3.3,12,0,70
 'Drama',0,5,1,0,70
 'Crime',0,2.5,10,0,70
 'Drama',0,8.5,1,0,70
 'Comedy',0,4,8,0,70
 'Documentary',0,6.5,9,0,70
 'Comedy',0,3.5,9,0,70
 'Documentary',0,4.3,6,0,70
 'Drama',0,4.5,7,0,70
 'Drama',0,1,3,0,70
,0,8,11,0,70
 'Crime',0,8,5,0,70
 'Drama',0,7.5,12,0,70
 'Comedy',0,5,10,0,70
 'Comedy',0,7,11,0,70
 'Mystery',0,5.5,6,0,70
 'Adventure',0,5,3,0,70
,0,2,10,0,70
 'Comedy',0,6,12,0,70
 'Drama',0,5,1,0,70
 'Western',0,6,12,0,70
 'History',0,4,9,0,70
 'Documentary',0,8,3,0,70
 'Comedy',0,5,11,0,70
 'Documentary',0,7,1,0,70
 'Comedy',0,5.5,11,0,70
 'Documentary',0,7.5,5,0,70
 'Comedy',0,5,2,0,70
 'Drama',0,1,7,0,70
 'Documentary',0,5,6,0,70
 'Documentary',0,5,1,0,70
 'Music',0,10,10,0,70
 'Documentary',0,7,7,0,70
,0,6,10,0,70
,0,7,3,0,70
 'Family',0,5.5,7,0,70
 'War',0,5,4,0,70
 'Documentary',0,5,11,0,70
 'Music',0,8,1,0,70
,0,6,12,0,70
 'Drama',0,2,8,0,70
 'Mystery',0,0,2,0,70
 'Crime',0,0,10,0,70
 'Music',0,0,11,0,70
 'Drama',0,0,3,0,70
 'Comedy',250,0,3,0,70
 'Comedy',0,0,3,0,70
 'Mystery',0,0,7,0,70
,0,0,4,0,70
 'Documentary',0,0,7,0,70
 'Drama',0,0,3,0,70
,0,0,9,0,70
 'Action',0,0,12,0,70
 'Drama',0,0,4,0,70
 'Drama',0,0,10,0,70
 'Documentary',0,0,10,0,70
 'Mystery',0,0,9,0,70
 'Comedy',0,0,10,0,70
 'Documentary',0,0,6,0,70
 'Documentary',0,0,3,0,70
 'Documentary',0,0,4,0,70
 'Comedy',0,0,1,0,70
 'Comedy',0,0,5,0,70
 'Action',0,0,6,0,70
 'Action',0,0,6,0,70
 'Romance',0,0,4,0,70
 'Crime',0,0,8,0,70
,0,0,9,0,70
 'Drama',0,0,10,0,70
 'Documentary',0,0,1,0,70
 'Documentary',0,0,,0,70
 'Documentary',0,0,11,0,70
,0,0,,0,70
 'Animation',12300000,7,11,84460846,69
 'Family',0,5.7,12,0,69
 'Crime',6000,7.2,9,48482,69
 'Romance',0,6,2,0,69
 'Adventure',24000000,5.6,11,0,69
 'Comedy',0,7.7,8,0,69
 'Drama',0,6.7,4,0,69
 'Drama',0,7.1,10,0,69
 'Fantasy',0,7,12,0,69
 'Horror',0,6.2,7,0,69
 'Comedy',0,6.4,10,0,69
 'Horror',0,4.2,5,0,69
 'Thriller',0,7.1,11,0,69
 'Action',1640000,6.5,3,0,69
 'Comedy',0,6.8,11,0,69
 'Horror',0,4.3,6,0,69
 'Horror',0,6.8,3,0,69
 'Thriller',0,6.9,8,0,69
 'Drama',0,6.7,3,0,69
 'Animation',0,5.8,9,0,69
 'Thriller',0,6.7,12,0,69
 'Comedy',0,7.9,6,0,69
 'Drama',0,6.4,3,0,69
 'Documentary',0,7,10,0,69
 'Family',0,7.2,2,0,69
 'Crime',0,5.8,2,0,69
 'Horror',0,4.7,1,0,69
 'Comedy',0,7.2,7,0,69
 'War',0,7.5,5,0,69
 'Drama',0,6.7,10,0,69
 'Documentary',0,8,9,0,69
 'Crime',0,6,1,0,69
 'Horror',0,5.2,6,0,69
 'Documentary',0,6.5,1,0,69
 'Science Fiction',0,4.6,6,0,69
 'Crime',0,5.3,7,0,69
 'Comedy',0,6.5,12,0,69
 'Horror',0,7.5,6,0,69
 'Horror',152000,5.8,12,0,69
 'Science Fiction',0,4.4,6,0,69
 'Thriller',0,2.7,1,0,69
 'Comedy',0,7.6,1,0,69
 'Action',15000,6.4,9,0,69
 'Horror',0,6,11,0,69
 'Comedy',0,4.7,5,0,69
 'Crime',0,5.8,8,0,69
 'Animation',0,6.2,9,0,69
 'Crime',0,4.8,1,0,69
 'Documentary',0,6.4,11,0,69
 'Adventure',0,5.7,10,0,69
 'Mystery',0,3.4,8,0,69
 'Crime',0,5.5,5,0,69
 'Animation',0,6,1,0,69
 'Western',0,4.8,4,0,69
 'Western',0,3.3,11,0,69
 'Drama',0,8,7,0,69
 'Drama',0,5.3,6,0,69
 'Comedy',0,4,5,0,69
 'Documentary',0,5.3,8,0,69
 'Adventure',0,6.7,9,0,69
 'Drama',0,4.7,1,0,69
 'Documentary',0,8.3,10,0,69
 'Comedy',0,7,4,0,69
 'Comedy',0,5.5,2,0,69
 'Drama',0,5,6,0,69
 'Crime',0,6.5,7,0,69
 'Comedy',0,10,1,0,69
 'Comedy',0,6,2,0,69
,0,8,12,0,69
 'Music',0,0,9,0,69
 'Crime',0,5,9,0,69
 'Adventure',0,9,8,0,69
 'Fantasy',0,5,7,0,69
 'Documentary',0,8,7,0,69
 'Comedy',0,4,4,0,69
 'Comedy',0,5.5,12,0,69
 'Romance',0,6,11,0,69
 'Crime',0,0,6,0,69
 'Crime',0,0,8,0,69
 'Comedy',0,0,2,0,69
 'Romance',0,0,4,0,69
 'Comedy',0,0,2,0,69
 'Western',0,0,3,0,69
 'War',0,0,3,0,69
 'Drama',0,0,6,0,69
 'Comedy',0,0,12,0,69
 'Comedy',0,0,3,0,69
,0,0,4,0,69
 'Comedy',0,0,3,0,69
 'Comedy',0,0,10,0,69
 'Drama',0,0,7,0,69
 'Drama',0,0,4,0,69
 'Comedy',250000,8,1,2500000,68
 'Animation',0,6.3,1,0,68
 'Comedy',0,7.6,11,0,68
 'Adventure',0,6.3,8,0,68
 'Adventure',0,5.1,2,0,68
 'Family',0,6.4,12,0,68
 'Drama',0,8.1,1,0,68
 'Animation',0,6.3,2,0,68
 'Horror',0,6.4,10,0,68
 'Science Fiction',0,7.4,5,0,68
 'Animation',0,7.1,1,0,68
 'Action',0,7.2,12,0,68
 'Comedy',0,6.6,8,0,68
 'Comedy',0,6.8,7,0,68
 'Action',0,6.8,12,0,68
 'Comedy',0,7.9,8,0,68
 'Thriller',0,6.2,7,0,68
 'Crime',0,5.7,12,0,68
 'Adventure',0,5.8,7,0,68
 'Comedy',0,6.2,11,0,68
 'Mystery',0,6,2,0,68
 'Drama',0,7.2,9,0,68
 'Animation',0,7,7,0,68
 'Comedy',0,7.6,2,0,68
 'Adventure',0,5.2,11,0,68
 'Comedy',0,7.1,9,0,68
 'Comedy',0,7.5,11,0,68
 'Crime',0,6.6,12,0,68
 'Thriller',0,4.1,1,0,68
 'Drama',0,6.2,9,0,68
 'Animation',0,8.9,8,0,68
 'Horror',0,5.1,7,0,68
 'Comedy',0,6.5,1,0,68
 'Comedy',0,6.7,10,0,68
 'Documentary',0,8.2,3,0,68
 'Comedy',0,5.3,7,0,68
 'Crime',0,7.3,9,0,68
 'Drama',0,2.9,10,0,68
 'Comedy',0,6.7,6,0,68
 'Drama',0,4,9,0,68
 'Comedy',0,5.2,5,0,68
 'Horror',0,4.3,11,0,68
 'War',0,4.2,5,0,68
 'Fantasy',25000,7.4,4,0,68
 'Drama',0,5.2,3,0,68
 'Comedy',0,6.7,2,0,68
 'Documentary',32213,4.8,8,0,68
 'Romance',0,5.8,8,0,68
 'Documentary',300,6.4,5,0,68
 'Family',0,6.3,7,0,68
 'Crime',0,4.7,4,0,68
 'Comedy',0,6.4,8,0,68
 'Thriller',0,1.6,1,0,68
 'Horror',0,3.4,12,0,68
 'Documentary',0,5.6,9,0,68
 'Crime',0,5.5,8,0,68
 'Comedy',0,4.9,8,0,68
 'Comedy',0,7.8,12,0,68
 'Comedy',0,5.8,6,0,68
 'Mystery',0,6.5,1,0,68
 'Horror',0,4.8,6,0,68
 'Adventure',200000,6.4,1,0,68
 'Drama',0,7.5,1,0,68
 'Crime',0,6.5,6,0,68
 'Comedy',0,5.6,2,0,68
 'Drama',0,2.8,1,0,68
 'Comedy',0,2.3,6,0,68
 'Documentary',0,6.7,9,0,68
 'Mystery',0,3.5,11,0,68
 'Comedy',0,7.5,6,0,68
 'Horror',0,6.7,5,0,68
 'Documentary',0,8,3,0,68
 'Drama',0,7.3,4,0,68
 'Adventure',0,4.7,9,0,68
 'Drama',0,6.3,4,0,68
 'Action',0,2,5,0,68
 'Animation',0,5,10,0,68
 'Drama',0,6,4,0,68
,0,4,10,0,68
,0,7.5,6,0,68
 'Drama',0,5.5,3,0,68
 'Comedy',0,7,10,0,68
 'Western',0,4.5,4,0,68
 'Action',0,6.5,12,0,68
 'Comedy',0,10,5,0,68
 'Documentary',0,8.5,1,0,68
 'Thriller',0,4.8,1,0,68
,0,4,8,0,68
 'Comedy',0,5,1,0,68
 'Comedy',0,7,7,0,68
 'Action',0,6,5,0,68
 'Adventure',0,3,6,0,68
 'Romance',0,6,9,0,68
 'Drama',0,5,3,0,68
 'History',0,8,12,0,68
,0,7,11,0,68
 'Drama',0,7,7,0,68
 'Drama',0,6,12,0,68
 'Drama',0,7,1,0,68
 'Documentary',0,5,8,0,68
 'Documentary',0,5,1,0,68
 'Comedy',0,0,9,0,68
 'Documentary',0,0,1,0,68
,0,0,8,0,68
 'Crime',0,0,11,0,68
 'Adventure',0,0,1,0,68
 'Comedy',0,0,11,0,68
 'Drama',0,0,10,0,68
 'Documentary',0,0,9,0,68
,0,0,11,0,68
 'Comedy',0,0,2,0,68
,0,0,1,0,68
 'Documentary',0,0,3,5965,68
,0,0,6,0,68
 'Western',0,0,4,0,68
 'Documentary',0,0,1,0,68
 'Animation',0,6.7,9,0,67
 'Horror',0,6.7,7,0,67
 'Crime',75000,6.2,9,0,67
 'Animation',0,7.9,3,0,67
 'Crime',30,7.3,11,0,67
 'Animation',0,5.8,11,0,67
 'Horror',50000,5.9,8,0,67
 'Comedy',0,7.6,3,0,67
 'Fantasy',0,6.4,3,0,67
 'Horror',24500,5.3,6,4000000,67
 'Drama',0,6.8,3,0,67
 'Action',0,6.2,8,0,67
 'Comedy',0,7.4,7,0,67
 'Horror',0,5.8,12,0,67
 'Comedy',0,6.7,10,0,67
,0,7.9,1,0,67
 'Horror',0,6.5,9,0,67
 'Horror',0,4.9,5,0,67
 'Romance',0,7.1,3,0,67
,0,7.7,2,0,67
 'Crime',0,6.5,6,0,67
 'Comedy',300000,7.6,3,0,67
 'Crime',0,6.2,7,0,67
 'Comedy',0,7.4,12,0,67
 'Music',0,7.3,10,0,67
 'Animation',0,5.4,9,0,67
 'Horror',0,5.3,5,0,67
 'Crime',0,3.8,11,0,67
 'Documentary',0,6.7,1,0,67
 'Comedy',0,5.8,6,0,67
 'Comedy',0,5.6,5,0,67
,0,4.8,11,0,67
 'Documentary',0,6.3,4,0,67
 'Drama',0,5.3,1,0,67
 'Science Fiction',0,5.3,8,0,67
 'Action',0,4.2,1,0,67
 'Romance',0,6.4,1,0,67
 'Mystery',0,5.1,12,0,67
 'Family',0,4.4,12,0,67
 'Mystery',0,6.9,12,0,67
 'Drama',0,6.1,5,0,67
 'Horror',0,2.4,6,0,67
 'Drama',0,7.8,11,0,67
 'Documentary',0,6.7,6,0,67
 'Drama',0,5.5,3,0,67
 'Fantasy',0,6.5,9,0,67
 'Comedy',0,7.3,4,0,67
 'Mystery',0,5.4,12,0,67
 'Drama',0,6.8,1,0,67
 'Comedy',0,3.4,6,0,67
 'Drama',0,5.1,4,0,67
 'Comedy',0,7.2,10,0,67
 'Comedy',0,8.2,8,0,67
 'Documentary',0,5.5,6,0,67
 'Comedy',0,5.8,8,0,67
 'Crime',0,5,2,0,67
 'Comedy',0,6.7,3,0,67
 'Action',0,6,4,0,67
 'Crime',0,7,4,0,67
 'Documentary',0,7,11,0,67
 'Drama',0,7,6,0,67
 'Comedy',0,6.5,1,0,67
 'Horror',0,5,5,0,67
 'Documentary',0,8.5,10,0,67
 'Comedy',0,6.5,1,0,67
,0,7,7,0,67
 'Western',0,6.5,12,0,67
,0,8,3,0,67
 'Crime',0,5,3,0,67
 'Science Fiction',0,6.5,2,0,67
 'Romance',0,0,2,0,67
 'Music',0,0,11,0,67
 'Comedy',0,6,8,0,67
 'Comedy',0,0,4,0,67
 'Romance',0,2,4,0,67
 'Drama',0,5,6,0,67
 'Drama',0,9,1,0,67
 'Horror',400,4,1,0,67
 'Drama',0,0,6,0,67
 'Comedy',0,0,11,0,67
 'Western',0,0,12,0,67
 'Comedy',0,0,3,0,67
 'Comedy',0,0,11,0,67
 'Drama',0,0,10,0,67
 'Comedy',0,0,6,0,67
 'Comedy',0,0,10,0,67
,0,0,11,0,67
 'Family',0,0,11,0,67
 'Comedy',0,0,10,0,67
,0,0,1,0,67
 'Drama',0,0,12,0,67
 'Action',0,0,6,0,67
,0,0,7,0,67
 'Drama',0,0,9,0,67
,0,0,11,0,67
 'Action',0,0,3,0,67
 'Documentary',0,0,,0,67
 'Documentary',0,0,1,0,67
 'Animation',8000000,7.7,10,292279,66
 'Drama',1000000,5.1,7,1574623,66
 'Animation',0,6.7,12,0,66
 'Documentary',0,6.7,11,0,66
 'Action',0,6.3,10,0,66
 'Drama',474700,7,9,0,66
 'Comedy',0,8,3,0,66
 'Comedy',50000,6.4,10,0,66
 'Comedy',100000,4.1,1,0,66
 'Comedy',200000,5.2,2,2200000,66
 'Animation',0,4.8,8,0,66
 'Drama',0,7,9,0,66
 'Comedy',3500,4,11,0,66
 'Horror',0,6.4,5,0,66
 'Science Fiction',16000,3.5,6,1000000,66
 'Comedy',0,6.9,4,0,66
 'Comedy',0,7.6,9,0,66
 'Crime',0,6.6,3,0,66
 'Horror',0,5.7,9,0,66
 'Comedy',0,7.5,11,0,66
 'Drama',0,7.4,4,0,66
 'Drama',0,6.5,7,0,66
 'Comedy',3500000,7.2,10,0,66
 'Documentary',0,7.3,3,0,66
 'Animation',0,7.4,1,0,66
 'Crime',0,6.3,10,0,66
 'Drama',0,6.2,9,0,66
 'Crime',0,6.8,3,0,66
 'Comedy',0,7.5,11,0,66
 'Comedy',0,5.7,1,0,66
 'Mystery',0,6.6,5,0,66
 'Comedy',0,8,6,0,66
 'Horror',0,4.4,2,0,66
 'Crime',0,5.5,6,0,66
 'Drama',0,5.3,3,0,66
 'Mystery',0,6.5,12,0,66
 'Action',0,6.7,10,0,66
 'Documentary',0,7.6,12,0,66
 'Action',0,3.5,7,0,66
 'Drama',0,4.8,3,0,66
 'Comedy',0,6.5,5,0,66
 'Adventure',0,5.9,3,0,66
 'Crime',0,5,12,0,66
 'Drama',0,6.3,8,0,66
,0,4.7,6,0,66
 'Animation',0,3,6,0,66
 'Adventure',0,2,12,0,66
 'Drama',0,6.2,4,0,66
 'Comedy',0,7.7,2,0,66
 'Drama',0,6,11,0,66
 'Comedy',0,4.7,7,0,66
 'Comedy',0,7.5,11,0,66
,0,6.7,4,0,66
 'Documentary',0,8,11,0,66
 'Science Fiction',0,5.3,1,0,66
 'Comedy',0,4,10,0,66
 'Mystery',0,6,11,0,66
 'Drama',0,5,2,0,66
 'Crime',0,5.8,8,0,66
 'Comedy',0,4,8,0,66
 'Comedy',0,6.5,5,0,66
 'Comedy',0,8.3,3,0,66
,0,7,9,0,66
 'Comedy',0,3,6,0,66
 'Comedy',0,0,11,0,66
 'Crime',0,6,9,0,66
 'Romance',0,7.5,6,0,66
,0,7,7,0,66
 'Comedy',0,6.5,2,0,66
 'Crime',0,5,12,0,66
 'Comedy',0,7,9,0,66
 'Crime',0,6,10,0,66
 'Documentary',0,8,11,0,66
 'Comedy',0,8,10,0,66
 'Comedy',0,7,6,0,66
 'Comedy',0,7,4,0,66
 'Drama',0,6,4,0,66
 'Crime',0,5,5,0,66
 'Family',0,5,8,0,66
 'Comedy',0,6,1,0,66
 'Romance',0,5,5,0,66
 'Drama',0,6.5,4,0,66
 'Drama',0,7,8,0,66
,0,5,1,0,66
,0,7,1,0,66
,0,5,5,0,66
 'Western',0,0,5,0,66
 'Mystery',0,0,12,0,66
 'Documentary',0,0,6,0,66
,0,0,10,0,66
,0,0,3,0,66
 'Crime',0,0,2,0,66
 'Comedy',0,0,1,0,66
 'Romance',0,0,6,0,66
 'Documentary',0,0,4,0,66
 'Romance',7000,0,4,0,66
 'Comedy',0,0,10,0,66
 'Comedy',0,0,2,0,66
 'Drama',0,0,7,0,66
 'Comedy',0,0,11,0,66
 'Comedy',0,7.4,1,0,65
 'Horror',0,6.5,5,0,65
 'Music',0,8.8,4,0,65
 'Drama',0,7.8,9,0,65
 'Horror',88000,4.8,5,480000,65
 'War',0,6.7,8,0,65
 'Comedy',0,7.8,7,0,65
 'Drama',0,6.8,5,0,65
 'Comedy',0,8,9,0,65
 'Drama',0,7.3,9,0,65
 'Family',0,5.4,11,0,65
 'Drama',0,6.9,1,0,65
 'Comedy',0,6.2,3,0,65
 'Mystery',0,6.6,10,0,65
 'Science Fiction',0,5.9,6,0,65
 'Drama',0,7.6,1,0,65
 'Adventure',4500000,6.4,3,3468423,65
 'Comedy',0,8,2,0,65
 'Documentary',0,6.7,4,0,65
 'Mystery',0,5.1,11,0,65
 'Comedy',0,7.2,1,0,65
 'Comedy',0,7.8,10,0,65
 'Music',0,7.4,10,0,65
 'Science Fiction',0,2.8,7,0,65
 'Comedy',0,7.1,1,0,65
 'Documentary',0,6.3,3,0,65
 'Drama',0,7.2,3,0,65
 'Animation',0,5.3,12,0,65
 'Crime',0,6,5,0,65
 'Horror',0,5.9,2,0,65
 'Comedy',0,4.4,7,0,65
 'Mystery',0,5.9,5,0,65
 'Comedy',0,6.4,8,0,65
 'Animation',0,6,4,0,65
 'Horror',0,6.3,3,0,65
 'Comedy',0,7.7,8,0,65
 'Adventure',70000,4.2,7,0,65
 'Drama',0,3.5,7,0,65
 'Documentary',0,7.7,2,0,65
 'Comedy',0,3.3,5,0,65
 'Crime',0,6.3,12,0,65
 'Drama',0,5.1,12,0,65
 'Comedy',0,5.8,6,0,65
 'Horror',0,6.7,1,0,65
 'Action',0,5.8,2,0,65
 'Comedy',0,7,4,0,65
 'Drama',259000,6.2,11,921000,65
 'Documentary',0,8.8,12,0,65
 'Mystery',0,3,4,0,65
 'Drama',75000,5,12,0,65
 'Crime',0,7.2,3,0,65
 'Comedy',0,7,2,0,65
 'Animation',0,7.1,11,0,65
 'Drama',0,5.2,7,0,65
 'Mystery',0,4.3,5,0,65
 'Comedy',0,5.4,5,0,65
 'Documentary',0,5.3,7,0,65
 'Drama',0,4.5,12,0,65
 'War',0,5.4,6,0,65
 'Action',0,5.9,9,0,65
 'Documentary',0,6.5,4,0,65
 'Science Fiction',0,8.3,3,0,65
 'Adventure',0,7.7,11,0,65
 'Crime',0,3.2,12,0,65
 'Horror',100000,4,10,0,65
 'Horror',0,3,6,0,65
 'Drama',0,6.5,9,0,65
 'Comedy',0,6.3,4,0,65
 'Documentary',0,7.3,7,0,65
 'Fantasy',0,6,10,0,65
,0,5.3,3,0,65
 'Drama',0,4,1,0,65
 'Drama',0,6,2,0,65
 'Romance',35000,2.5,11,0,65
 'Comedy',0,4,1,0,65
 'Documentary',0,5.3,7,0,65
 'Comedy',0,4,11,0,65
 'Comedy',0,2.5,4,0,65
 'Comedy',0,8.5,8,0,65
 'Comedy',0,4.8,11,0,65
 'Comedy',0,5,11,0,65
 'Fantasy',0,5.3,1,0,65
 'Documentary',0,8.8,11,0,65
 'History',0,5,7,0,65
 'Comedy',0,10,2,0,65
 'Documentary',0,9,11,0,65
 'Music',0,6,3,0,65
 'Drama',0,5,5,0,65
 'Drama',0,8,6,0,65
 'Mystery',0,5,4,0,65
,0,8,9,0,65
 'Drama',0,5,3,0,65
 'Drama',0,5,1,0,65
 'Comedy',0,8,4,0,65
 'Comedy',0,8,1,0,65
 'Crime',0,6,10,0,65
 'Adventure',0,6,4,0,65
 'Horror',0,1,12,0,65
 'Documentary',0,5,9,0,65
 'Comedy',20000,0,1,0,65
 'Romance',0,0,3,0,65
 'Drama',0,0,12,0,65
 'Comedy',0,0,9,0,65
 'Drama',0,0,7,0,65
 'Drama',0,0,6,0,65
 'Documentary',0,0,5,0,65
 'Drama',0,0,6,0,65
,0,0,11,0,65
,0,0,12,0,65
 'Drama',0,0,7,0,65
,0,0,1,0,65
,0,0,1,0,65
 'Documentary',0,0,1,0,65
 'Animation',812000,6.8,10,1600000,64
 'Action',0,7.1,9,0,64
 'Drama',0,7.7,2,0,64
 'Comedy',0,5.8,12,0,64
 'Action',0,7.1,8,0,64
 'Comedy',0,7.3,4,0,64
 'Thriller',171200,6.1,8,0,64
 'Animation',0,6.4,9,0,64
 'Animation',0,5.8,10,0,64
 'Action',0,7.6,1,0,64
 'Documentary',0,6.5,7,0,64
 'Crime',0,5.6,1,0,64
 'Horror',0,5,1,0,64
 'Horror',0,4.2,10,0,64
 'Drama',2500000,6.1,2,0,64
 'Horror',0,2.3,9,0,64
 'Horror',0,5.3,4,0,64
 'Drama',27000,6,1,0,64
 'Comedy',2000,6.1,11,0,64
 'Science Fiction',0,3.3,9,0,64
 'Horror',0,6.2,8,0,64
,0,5.9,10,0,64
 'Mystery',0,6.5,3,0,64
 'Documentary',0,7.6,1,0,64
 'Comedy',0,6.6,11,0,64
 'Mystery',0,4.4,9,0,64
 'Crime',0,6.5,4,0,64
 'Documentary',0,7.8,1,0,64
 'Comedy',0,6.4,5,0,64
 'Drama',0,7.4,6,0,64
 'Romance',0,5.7,3,0,64
 'Mystery',0,8,11,0,64
 'Horror',0,4.6,4,0,64
 'Comedy',0,6.3,2,0,64
 'Comedy',0,8.1,3,0,64
 'Comedy',0,6.8,12,0,64
 'Horror',0,6.3,4,0,64
 'Mystery',0,6.3,6,0,64
 'Comedy',0,8.6,2,0,64
 'Crime',0,4,3,0,64
 'Drama',0,3.8,12,0,64
 'Drama',0,8,1,0,64
 'Crime',0,3.3,11,0,64
 'Music',0,9.3,1,0,64
 'Comedy',0,5,7,0,64
 'Comedy',0,6.8,1,0,64
 'Comedy',0,2,7,0,64
 'Animation',0,5,1,0,64
 'Comedy',0,10,3,0,64
,0,6,5,0,64
 'Horror',0,6,3,0,64
 'Adventure',0,8.5,4,0,64
 'Action',0,6.8,9,0,64
 'Comedy',0,9,11,0,64
 'Action',200,4.5,1,0,64
 'Comedy',0,8,11,0,64
,0,8,10,0,64
 'Comedy',0,4.5,3,0,64
 'Comedy',0,4,3,0,64
 'Comedy',0,9,7,0,64
 'Documentary',0,8,1,0,64
,0,6,7,0,64
 'Comedy',0,8,12,0,64
 'Crime',0,5.5,2,0,64
,0,8,11,0,64
 'Documentary',0,5,1,0,64
,0,0,1,0,64
 'Comedy',0,0,11,0,64
 'Documentary',0,0,10,0,64
 'War',0,0,5,0,64
 'War',0,0,10,0,64
 'Comedy',0,0,11,0,64
 'Comedy',0,0,8,0,64
 'Documentary',0,0,10,0,64
 'Western',0,0,12,0,64
 'Documentary',0,0,2,0,64
 'Comedy',0,0,11,0,64
 'Science Fiction',0,0,10,0,64
 'Comedy',0,0,6,0,64
 'Drama',0,0,5,0,64
 'Drama',0,0,1,0,64
 'Animation',5000000,7.3,3,0,63
 'Animation',30000000,6.8,4,14460000,63
 'Animation',0,6.1,12,0,63
 'Romance',0,6.7,10,7940,63
 'Adventure',200000,7.2,9,0,63
 'Horror',0,6.3,9,0,63
 'Drama',217000,7.6,6,0,63
 'Drama',0,7.5,10,0,63
 'Comedy',0,7.5,2,0,63
 'Drama',0,7.2,9,0,63
 'Crime',0,5.3,7,0,63
 'Crime',0,6.1,10,0,63
 'Crime',0,6.7,7,0,63
 'Comedy',0,6.8,10,0,63
 'Animation',0,7,1,0,63
 'Documentary',0,7.5,3,0,63
 'Comedy',0,4.9,4,0,63
 'Documentary',0,8.3,3,0,63
 'Comedy',0,7.8,3,0,63
 'TV Movie',0,7.3,6,0,63
,0,7.3,1,0,63
 'Comedy',0,7.7,8,0,63
 'Comedy',0,6.9,8,0,63
 'Comedy',0,7.4,10,0,63
 'Comedy',0,6.8,2,0,63
,0,6.6,12,0,63
 'Comedy',0,6.1,1,0,63
,0,6.2,1,0,63
 'Fantasy',0,5.1,8,0,63
 'Thriller',0,7.7,12,0,63
 'Comedy',0,7.1,2,0,63
 'Drama',0,6.7,3,0,63
 'Comedy',0,3.3,6,0,63
 'Crime',0,8.4,9,0,63
 'Comedy',0,5,1,0,63
 'Comedy',0,4.6,7,0,63
 'Drama',0,4.8,10,0,63
 'Mystery',0,3.8,12,0,63
 'Comedy',0,8.2,11,0,63
 'Horror',0,1.4,7,0,63
 'Action',0,5.8,8,0,63
 'Science Fiction',0,2.5,9,0,63
 'Comedy',0,4.5,10,0,63
 'Mystery',0,4,6,0,63
 'Crime',0,7,1,0,63
 'Drama',0,5.8,4,0,63
 'Drama',0,5.2,6,0,63
 'Action',0,3,8,0,63
 'Western',0,3,4,0,63
 'Comedy',0,6.8,3,0,63
 'Drama',0,5.3,1,0,63
 'Crime',0,7.3,2,0,63
 'Comedy',0,2,1,0,63
 'Comedy',0,10,10,0,63
 'Drama',0,7,9,0,63
 'Comedy',0,6.5,10,0,63
 'Action',0,7,3,0,63
 'Horror',0,6.5,6,0,63
 'Documentary',0,6.3,10,0,63
 'Drama',0,2.5,12,0,63
 'Romance',0,4,11,0,63
 'Comedy',0,7,9,0,63
 'Mystery',0,7,8,0,63
 'Music',0,6,1,0,63
 'Romance',0,5,11,0,63
,0,4,12,0,63
,0,5,9,0,63
 'Crime',0,5,2,0,63
 'Comedy',0,5,10,0,63
 'Comedy',0,6,11,0,63
 'Drama',0,5,1,0,63
 'Drama',0,5,1,0,63
 'Drama',0,4,11,0,63
 'Comedy',0,6,9,0,63
,0,5,2,0,63
 'Comedy',0,5.5,10,0,63
,0,5,1,0,63
 'Documentary',0,5,9,0,63
 'Adventure',0,0,4,0,63
 'Documentary',0,0,3,0,63
 'Comedy',0,0,9,0,63
 'Comedy',0,0,11,0,63
 'Comedy',0,0,11,0,63
 'TV Movie',0,0,11,0,63
 'Action',0,0,11,0,63
 'Comedy',0,0,1,0,63
,0,0,11,0,63
 'Documentary',0,0,10,0,63
,0,0,12,0,63
,0,0,3,0,63
 'Comedy',0,0,4,0,63
 'Drama',0,6.5,1,0,62
 'Fantasy',0,7.8,10,0,62
 'Comedy',250000,8.1,12,1000000,62
 'Drama',53000,5.1,4,0,62
 'Science Fiction',0,8,12,0,62
 'Documentary',0,6.2,5,0,62
,0,7.9,12,0,62
 'Animation',0,6.4,3,0,62
 'Comedy',0,7.4,11,0,62
 'Comedy',0,6.9,3,0,62
 'Comedy',0,7.1,1,0,62
 'Horror',70000,4.9,2,0,62
 'Horror',0,4.1,10,0,62
 'Documentary',0,6.5,3,0,62
 'Horror',0,6.1,10,0,62
 'Documentary',0,4,11,0,62
 'Horror',0,6.9,12,0,62
 'Horror',0,2.4,8,0,62
 'Drama',0,6.3,9,0,62
 'Drama',0,4.7,3,0,62
 'Documentary',0,6.4,11,0,62
 'Crime',0,7.1,2,0,62
 'Horror',0,5.6,12,0,62
 'Crime',0,5.6,2,0,62
 'Documentary',0,5.8,1,0,62
 'Drama',0,5.3,9,0,62
 'Crime',0,6.9,11,0,62
 'Comedy',0,7.7,5,0,62
 'Music',0,6.1,10,0,62
 'Crime',0,4.9,3,0,62
 'Mystery',0,5.1,10,0,62
 'Drama',0,3.8,5,0,62
 'Drama',0,6.5,4,0,62
 'Action',0,5.1,12,0,62
 'Documentary',0,8,5,0,62
 'Comedy',0,1,12,0,62
